nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,harga_tiket,link,latitude,longitude,link_gambar
Pura Parahyangan Agung Jagatkarta,Umum,Lainnya,Bogor Barat,Kota Bogor,4.8,1554,,https://www.google.com/maps/place/Pura+Parahyangan+Agung+Jagatkarta/data=!4m7!3m6!1s0x2e69cfc114dd54f3:0x7bd4e9a53b4e9d1e!8m2!3d-6.6688984!4d106.7354632!16s%2Fg%2F1ym_l19_1!19sChIJ81TdFMHPaS4RHp1OO6Xp1Hs?authuser=0&hl=id&rclk=1,-6.6688984,106.7354632,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzcZAuKtJ89NsWmPC5qYwEmggkvJNVmrbq4o1A62vzO6-T2M3vmch233D5fPyOU3Re6wHAmQUAsTzw5y_Q3Aq_cG2U0Dl8ABh3P_yLAUKIRwc1YPCRZdeG0O9ooDn_zAs7np6U-=w1200-h800
Kampung Labirin,Budaya,Wisata Budaya & Edukasi,Bogor Barat,Kota Bogor,4.6,116,,https://www.google.com/maps/place/Kampung+Labirin/data=!4m7!3m6!1s0x2e69c58537bfad33:0x4de11d57679ee5a4!8m2!3d-6.6080272!4d106.8065876!16s%2Fg%2F11gxq9smck!19sChIJM62_N4XFaS4RpOWeZ1cd4U0?authuser=0&hl=id&rclk=1,-6.6080272,106.8065876,https://lh3.googleusercontent.com/p/AF1QipPoLraYLcd0ghFvq2ttPbNdwF0clqTof4Lt4xpS=w1200-h800
Akuatik Park,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.6,93,,https://www.google.com/maps/place/Akuatik+Park/data=!4m7!3m6!1s0x2e69c566a828db55:0x2ee2949c0fb73222!8m2!3d-6.6007929!4d106.800734!16s%2Fg%2F11gjtxml27!19sChIJVdsoqGbFaS4RIjK3D5yU4i4?authuser=0&hl=id&rclk=1,-6.6007929,106.800734,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSylmvINMIS63hhH3hb1hAsx0TcdbGyUD8u9aF5ofywQpNaCuQ3e7xqYy8sZ0GMK89vcrgauEd6tEPo-7FyyGfRIS72SG_PjSIVmAeLn5JhI6fw9z74_DMNe9S0JGUX8NnO52vYi=w1200-h800
Museum Tanah dan Pertanian,Budaya,Wisata Budaya & Edukasi,Bogor Barat,Kota Bogor,4.7,788,,https://www.google.com/maps/place/Museum+Tanah+dan+Pertanian/data=!4m7!3m6!1s0x2e69c5c123196eef:0xd85d7d4f3bffd349!8m2!3d-6.6037032!4d106.7978677!16s%2Fg%2F12jss0q22!19sChIJ724ZI8HFaS4RSdP_O099Xdg?authuser=0&hl=id&rclk=1,-6.6037032,106.7978677,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyUzcbSCWKuM52RK2csLTZQF988js0vYaHVcc4Uk7mF85c0adBsdswOANFEwe1MejDj5QA87fQqimkJYiHFf8ci_OToQ7sbb3USzM-n4NVuoBBoB1cY6hG9kf_DUtlDwHNxcotT=w1200-h800
Hutan Kampoeng Taman Yasmin,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.1,29,,https://www.google.com/maps/place/Hutan+Kampoeng+Taman+Yasmin/data=!4m7!3m6!1s0x2e69c50bd19b085f:0x287de4cf582ce54e!8m2!3d-6.56505!4d106.7700666!16s%2Fg%2F11k2mnyhgn!19sChIJXwib0QvFaS4RTuUsWM_kfSg?authuser=0&hl=id&rclk=1,-6.56505,106.7700666,
Ekowisata Situ Gede,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.6,157,,https://www.google.com/maps/place/Ekowisata+Situ+Gede/data=!4m7!3m6!1s0x2e69c59d88a69ed5:0x19760dcbc17a1dec!8m2!3d-6.5517073!4d106.7457227!16s%2Fg%2F11fmz8rv7w!19sChIJ1Z6miJ3FaS4R7B16wcsNdhk?authuser=0&hl=id&rclk=1,-6.5517073,106.7457227,
The Jungle Waterpark Bogor,Rekreasi,Wisata Rekreasi,Bogor Barat,Kota Bogor,4.5,26473,,https://www.google.com/maps/place/The+Jungle+Waterpark+Bogor/data=!4m7!3m6!1s0x2e69cf5deba619f3:0x485a13f031e8b904!8m2!3d-6.6344794!4d106.7949215!16s%2Fg%2F1ptxr7qkm!19sChIJ8xmm613PaS4RBLnoMfATWkg?authuser=0&hl=id&rclk=1,-6.6344794,106.7949215,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy21uduS5ZOS7X5O59mi8JnYLgBFdMijqqOXyDjoZIyeRYTZargZAEjQymxLUSiHHPlH6OhkAnMvoJopnjMksyoOR3Sz_kZAZtGJkSwYRHwjXVZ7vVWajZEFLCinr3RHs2zWQof=w1200-h800
Bukit Panorama,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.5,264,,https://www.google.com/maps/place/Bukit+Panorama/data=!4m7!3m6!1s0x2e69cf4566653fd1:0x46aa4ef6fa87ce8b!8m2!3d-6.639894!4d106.8049485!16s%2Fg%2F11b8v9xf2_!19sChIJ0T9lZkXPaS4Ri86H-vZOqkY?authuser=0&hl=id&rclk=1,-6.639894,106.8049485,https://lh6.googleusercontent.com/tXSiKD7aZoJufNcERASD-gpZ-o5taH8-VRYYQJSshWZOgD51vcbUvwPBfXQQ_Ic=w1200-h800
Wisata Jembatan Gantung Rawayan Bogor,Umum,Lainnya,Bogor Barat,Kota Bogor,4.6,173,,https://www.google.com/maps/place/Wisata+Jembatan+Gantung+Rawayan+Bogor/data=!4m7!3m6!1s0x2e69dde4946d22a3:0xbaa4717fc76b3b3f!8m2!3d-6.5280797!4d106.6934433!16s%2Fg%2F11rpd9t4hw!19sChIJoyJtlOTdaS4RPztrx39xpLo?authuser=0&hl=id&rclk=1,-6.5280797,106.6934433,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwfj8hsr5L6tbY03KQSMb2YeBGVhGT2zpy8PX5g-tKtmgyx610HLvepmmuzDYHELJtoJP9kgeLCHVLBF0puKCJf-t1Dl06HO1sTJV2VD6MPXB697704uCf-SmrvPrPsZ8r1bVr0=w1200-h800
Kampung Lauk Bubulak Bogor,Budaya,Wisata Budaya & Edukasi,Bogor Barat,Kota Bogor,4.7,80,,https://www.google.com/maps/place/Kampung+Lauk+Bubulak+Bogor/data=!4m7!3m6!1s0x2e69c51dd8b065d3:0x689dc99aaba770db!8m2!3d-6.5701869!4d106.7508608!16s%2Fg%2F11k5z1n938!19sChIJ02Ww2B3FaS4R23Cnq5rJnWg?authuser=0&hl=id&rclk=1,-6.5701869,106.7508608,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzTOgvh_GEWCk8ZTR-NwtzOpnL6p-cUmrVxcWWx2Cuigc215MHWc0fsH1nklUujXaarLxvWGVTwVpmItIMhPEEOlxtGt6rZslPnKnh-8heHyXbrsKU_JKo5I5SsvcVWOATIhZIT=w1200-h800
Kebon Camara Hejo,Umum,Lainnya,Bogor Barat,Kota Bogor,4.6,260,,https://www.google.com/maps/place/Kebon+Camara+Hejo/data=!4m7!3m6!1s0x2e69c57217fd51e9:0x32d3b66d7a679c27!8m2!3d-6.6220809!4d106.7420768!16s%2Fg%2F11rc1s8lw8!19sChIJ6VH9F3LFaS4RJ5xnem220zI?authuser=0&hl=id&rclk=1,-6.6220809,106.7420768,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzARxuTUs6OJ0n9urDOt7-Dz9Dx6NDUveIcpSefe3hCO2AViuZcVvWvXJbZKym1sWx-01YnpyPLCm1o2DGAiszAJchs_R4aXttfqW5E3WQ0fdRPK7GroI_wVfweDjIGwxD4oFSu=w1200-h800
Situ Tamansari,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.4,2291,,https://www.google.com/maps/place/Situ+Tamansari/data=!4m7!3m6!1s0x2e69cfbc3725ba6f:0x27fb72460353c648!8m2!3d-6.6535309!4d106.7540144!16s%2Fg%2F11b7dypskz!19sChIJb7olN7zPaS4RSMZTA0Zy-yc?authuser=0&hl=id&rclk=1,-6.6535309,106.7540144,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSywx3N8pAjs6zAALX07nzEu4uLrW9IymnTatchwZhLQ8XsgMXkSssMuSiIFoc01xUM3Vr0bHGUJrZq781y8Tx4aPV_c7_8RA0wSdSB3rVOwaRbgObVMZraIUoY2xM3CcxUR7gqK=w1200-h800
Griya Anggrek Kebon Raya Bogor,Umum,Lainnya,Bogor Barat,Kota Bogor,4.7,285,,https://www.google.com/maps/place/Griya+Anggrek+Kebon+Raya+Bogor/data=!4m7!3m6!1s0x2e69c5c7aaaaaaab:0x7437a9c97ffbc31e!8m2!3d-6.595424!4d106.8029573!16s%2Fg%2F1pztd4f8r!19sChIJq6qqqsfFaS4RHsP7f8mpN3Q?authuser=0&hl=id&rclk=1,-6.595424,106.8029573,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSysr9tZhvHuhGgrlNRWq6s5um_AR0ND05ejb1Cg5ODhY3bCqCUYuLLpRR0TlvRONy3lbbE3juPmNuiKUsoICxONPK2WEEw4vmgMJfl9pEczQ6b2Rn3n2wU9K1ZHHS3bxUi_6VVo9dwGqgEC=w1200-h800
Penangkaran Rusa Situ Gede,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.3,172,,https://www.google.com/maps/place/Penangkaran+Rusa+Situ+Gede/data=!4m7!3m6!1s0x2e69c49f7dcef6f7:0xf1eeb280fe181842!8m2!3d-6.5507058!4d106.7472072!16s%2Fg%2F11fy_f6174!19sChIJ9_bOfZ_EaS4RQhgY_oCy7vE?authuser=0&hl=id&rclk=1,-6.5507058,106.7472072,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSySpz3cc5QxqBKKgedL60sAzVdDMLeojJk3VqSvyT06ExK1blDHeYPF9ux04OiTIQ98iUk0D80Qc-kOOVDIrtUHWsaGc5za8s7K2aJ7TM1troVAJU1JkE4dLqx60cEyXxqQ4jE19g=w1200-h800
ECOART PARK Sentul City,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.4,11796,,https://www.google.com/maps/place/ECOART+PARK+Sentul+City/data=!4m7!3m6!1s0x2e69c6ebc0f289c5:0xf894747033caad39!8m2!3d-6.5687222!4d106.8457512!16s%2Fg%2F11b6x9_n9z!19sChIJxYnywOvGaS4ROa3KM3B0lPg?authuser=0&hl=id&rclk=1,-6.5687222,106.8457512,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQ63qjjoYG4e8I_ySV-7sqrflpXdSz1zCcXdukUwM36qL8TljmZ6I9EHc_YrMxkQgZlR3fWmaMF4Gn3ebFqqZw53itQD3RtPEI9DRcA9OOPWA04ESQX-MF1b362wUBtwyRsjKJqQ=w1200-h800
Water Park SKI,Rekreasi,Wisata Rekreasi,Bogor Barat,Kota Bogor,4.4,1171,,https://www.google.com/maps/place/Water+Park+SKI/data=!4m7!3m6!1s0x2e69c6017b9b1f4b:0x5dda1a9a9a6512ed!8m2!3d-6.6239703!4d106.8234627!16s%2Fg%2F11dybbzyhr!19sChIJSx-bewHGaS4R7RJlmpoa2l0?authuser=0&hl=id&rclk=1,-6.6239703,106.8234627,
Rivera Outbound & Edutainment,Rekreasi,Wisata Rekreasi,Bogor Barat,Kota Bogor,4.6,1135,,https://www.google.com/maps/place/Rivera+Outbound+%26+Edutainment/data=!4m7!3m6!1s0x2e69c58ef2b2b36b:0x4dd42b4b7a03890f!8m2!3d-6.6250115!4d106.7964118!16s%2Fg%2F11v5v6_w9n!19sChIJa7Oy8o7FaS4RD4kDeksr1E0?authuser=0&hl=id&rclk=1,-6.6250115,106.7964118,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSytn4R_HvX1_HUyZCS66hSFpsBOrnNqOxfKlGBUJ1oy17Xt56wrcW5-B7N0n6byXsdtVXjJRL_-CYZstwEDtclNvk_ZJJppzVlsfqGtZyjda9RSqS1BBb4pLYcfEH3ZPYS4qvwkVQ=w1200-h800
Tugu Pancakarsa Sentul,Umum,Lainnya,Bogor Barat,Kota Bogor,4.7,442,,https://www.google.com/maps/place/Tugu+Pancakarsa+Sentul/data=!4m7!3m6!1s0x2e69c102371add19:0x712444476b1821dc!8m2!3d-6.5325362!4d106.8533392!16s%2Fg%2F11smfy4mgb!19sChIJGd0aNwLBaS4R3CEYa0dEJHE?authuser=0&hl=id&rclk=1,-6.5325362,106.8533392,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxBaRDbJU-zyIoO8V65lcskP6OI2pHIXbsOfyBkb5Qdqt_-LSpQj1jZEXdw-EWXxva-SaVc6FuZVhJuThLoPRLBbVQSVKNuAMZrYfFis3gk6QjByLr0egJ5uMS91JihucXsYXc7KA=w1200-h800
BUKIT SELLA BOGOR,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.7,62,,https://www.google.com/maps/place/BUKIT+SELLA+BOGOR/data=!4m7!3m6!1s0x2e69c9c03c7df66b:0x5ed67a7216bf549d!8m2!3d-6.6298084!4d106.8447293!16s%2Fg%2F11gyxwljb1!19sChIJa_Z9PMDJaS4RnVS_FnJ61l4?authuser=0&hl=id&rclk=1,-6.6298084,106.8447293,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxZP6EsrnPH4yz7xVIdWkOv5LRuTzw4APLOGpPp0jR8YYpNGsKOJDJHb-lepmRuoysqBnuV018NRV2_Rq9avENuBm4mW6VevEJNt-j-GMUOWkOBsknTYkqqShigz_7Ejia431k=w1200-h800
Cibalung Happy Land,Umum,Lainnya,Bogor Barat,Kota Bogor,4.3,2203,,https://www.google.com/maps/place/Cibalung+Happy+Land/data=!4m7!3m6!1s0x2e69c5f91a892d81:0x63305eba169d93b2!8m2!3d-6.6904785!4d106.8083937!16s%2Fg%2F1hm2h_629!19sChIJgS2JGvnFaS4RspOdFrpeMGM?authuser=0&hl=id&rclk=1,-6.6904785,106.8083937,https://lh3.googleusercontent.com/p/AF1QipMELAqFm1nUFEvwhaHs4o994ddn_me3zhfDFMB4=w1200-h800
Curug Bidadari Sentul Paradise Bogor,Alam,Wisata Alam,Bogor Barat,Kota Bogor,3.6,4603,,https://www.google.com/maps/place/Curug+Bidadari+Sentul+Paradise+Bogor/data=!4m7!3m6!1s0x2e69c12165130ec3:0xd6aa07e3c1d4c5e8!8m2!3d-6.6140213!4d106.9084002!16s%2Fg%2F11cs5nytgd!19sChIJww4TZSHBaS4R6MXUweMHqtY?authuser=0&hl=id&rclk=1,-6.6140213,106.9084002,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXOv224b0BTdnkuotocnQtwP49WTO3QbKOl2PPCy344iTsHCdxCrd-bde1wMwh5jcNKjV65Gqo3QKLJyu91yCHOrPMf-7XWQatTNbwsBsYtim_FCNpLGjbr6YV1kFxMwnJEDjd=w1200-h800
BTS (Bubulak Tepi Sawah) Wisata Keluarga Bogor Terlengkap,Rekreasi,Wisata Rekreasi,Bogor Barat,Kota Bogor,4.5,1456,,https://www.google.com/maps/place/BTS+%28Bubulak+Tepi+Sawah%29+Wisata+Keluarga+Bogor+Terlengkap/data=!4m7!3m6!1s0x2e69c5816f4f9aaf:0x6f76465f31e5f76d!8m2!3d-6.5661345!4d106.7510968!16s%2Fg%2F11rrpqrs1g!19sChIJr5pPb4HFaS4RbfflMV9Gdm8?authuser=0&hl=id&rclk=1,-6.5661345,106.7510968,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxhwM8y0aEAMFSw1Q5g37bHRZFSWEBu32RhpG5d2iXtv4F2eAzWaLBIXHqrg8CtfFurnczIyf5mZ-0jBYdQaH-0rVFV5TIxjw_tnQpd1bRh-s7lW95B5H4nAHPUT1K4dZSvkzf9=w1200-h800
Tirtania WaterPark,Rekreasi,Wisata Rekreasi,Bogor Barat,Kota Bogor,4.3,2404,,https://www.google.com/maps/place/Tirtania+WaterPark/data=!4m7!3m6!1s0x2e69cf45761aef95:0x3c3cbce87427ea24!8m2!3d-6.6408809!4d106.8054381!16s%2Fg%2F1pzrwf61m!19sChIJle8adkXPaS4RJOondOi8PDw?authuser=0&hl=id&rclk=1,-6.6408809,106.8054381,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwTuGzKgxqBgYrjjXA5mq-MPKRgvhQO884GpTWqFDl3QqPFiPPDjSOgV83noPaP99hVUIn8G7AVp-i7DTEZy8X9BuAz9GOOtzKTCPgN6kL1aeADqyefVgRvyz9P-YBVapz_ukhgIg=w1200-h800
Sumber Karya Indah - SKI Bogor,Umum,Lainnya,Bogor Barat,Kota Bogor,4.3,4530,,https://www.google.com/maps/place/Sumber+Karya+Indah+-+SKI+Bogor/data=!4m7!3m6!1s0x2e69c8a7cbce7c0b:0x76b9cd3f29564509!8m2!3d-6.6217646!4d106.8214054!16s%2Fg%2F1pzqkpmdz!19sChIJC3zOy6fIaS4RCUVWKT_NuXY?authuser=0&hl=id&rclk=1,-6.6217646,106.8214054,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxCgMWtiBmDkbu3ln6ufAw9Bo7YjlNOVnt7qOe1NHST4hpMU3HMK7eP8UTUk_MEcoxzIdLmEd08yUUKiLNKrQcr1yBFDR4WHWf6m7R0--wib2StDEnJceKQsqPKHgcpn1_8dfIp=w1200-h800
Puncak fantasy land,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.2,103,,https://www.google.com/maps/place/Puncak+fantasy+land/data=!4m7!3m6!1s0x2e69b7fcb06d6c47:0xa22dadeb5c817bc9!8m2!3d-6.6590513!4d106.9138481!16s%2Fg%2F11kc5jdmtd!19sChIJR2xtsPy3aS4RyXuBXOutLaI?authuser=0&hl=id&rclk=1,-6.6590513,106.9138481,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxsszYhRucBAUkxYp_077Be94JyMQvZC4kJcmgWE_M7xcxnEDfQwC_tVnXVOp6NcIIRIa84xROiCNcPf1EwcpNvy_oX3kCOa90W2XUPPSjH1oKO5wKrgABxMCMifcgu516ym_o=w1200-h800
Leuwi Orok,Umum,Lainnya,Bogor Barat,Kota Bogor,4.7,31,,https://www.google.com/maps/place/Leuwi+Orok/data=!4m7!3m6!1s0x2e69c57e04f2e5c9:0x65237ee645e3a4db!8m2!3d-6.5585773!4d106.8093071!16s%2Fg%2F11fn6l_w85!19sChIJyeXyBH7FaS4R26TjReZ-I2U?authuser=0&hl=id&rclk=1,-6.5585773,106.8093071,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzlEZp7MgbOGqXsrWJe2wmbfruo2EGJ40PQeHVZbovLMxmhQBA2lxQ_PsUlOxxNzgeV5ue9hihBP9DP8ob0rAz_V_KFJWtjMaQ8PEYJaeDm8dzWfhln1ed0Lc2JoR-P6b4-95m6mg=w1200-h800
Curug Jatake Bogor,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.2,87,,https://www.google.com/maps/place/Curug+Jatake+Bogor/data=!4m7!3m6!1s0x2e69db869aa548cf:0xb3d085df78fdc051!8m2!3d-6.5549873!4d106.6683917!16s%2Fg%2F11c6dxy1hl!19sChIJz0ilmobbaS4RUcD9eN-F0LM?authuser=0&hl=id&rclk=1,-6.5549873,106.6683917,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz4pamTPfWXl_avJUcnU5r95xHQyfyG09NNlzAwDRJIJGHTafHNniYji97frp9_-OxL4DDtaERtsOW8mdis7tjMOgKvQadtDD8WnfbBOawup8txnXEvV0YJIcjqldR3zIX0E3Mf=w1200-h800
Lawang Suryakencana,Umum,Lainnya,Bogor Barat,Kota Bogor,4.6,1134,,https://www.google.com/maps/place/Lawang+Suryakencana/data=!4m7!3m6!1s0x2e69c5c148c983e1:0x7756376207fe4a0f!8m2!3d-6.6032729!4d106.7989098!16s%2Fg%2F11ggsg9sxh!19sChIJ4YPJSMHFaS4RD0r-B2I3Vnc?authuser=0&hl=id&rclk=1,-6.6032729,106.7989098,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXANDSSGSchSc7I58qXLj46wounv5uDrXv4A0OBFBdz_s7Hp4LIw1ymA6EZd-wdZfbj1RZjU68j0FNS9pt_kwlBfS2VjMYi6M5ouY4mROgpuf7Sy4EhZ0AyJ-t5NAqRCirIjJXUA=w1200-h800
Wisata Puncak Mustika Manik,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.4,1437,,https://www.google.com/maps/place/Wisata+Puncak+Mustika+Manik/data=!4m7!3m6!1s0x2e69d109bbcfdf17:0x9944ccf73404b3a8!8m2!3d-6.6874535!4d106.674403!16s%2Fg%2F11fy7dhsyt!19sChIJF9_PuwnRaS4RqLMENPfMRJk?authuser=0&hl=id&rclk=1,-6.6874535,106.674403,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwkGWyueMeEN5_t-l-aJZ2cDFVzl2Px2OxA344ohK6COAj2e8_Axp2lUHHbQARfyBOKokTHcfifZB8hABtwwgX6X5WQFa1vv41J586X5I297gmEs45nPR_MsJuExXbkKHvgDcg9=w1200-h800
Tepas Salapan Lawang Dasakreta,Umum,Lainnya,Bogor Barat,Kota Bogor,4.8,18,,https://www.google.com/maps/place/Tepas+Salapan+Lawang+Dasakreta/data=!4m7!3m6!1s0x2e69c5022a978545:0x4c6c6a6ff876115e!8m2!3d-6.6014713!4d106.8050773!16s%2Fg%2F11r9b02slh!19sChIJRYWXKgLFaS4RXhF2-G9qbEw?authuser=0&hl=id&rclk=1,-6.6014713,106.8050773,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSywDP2At-pnR2Vu3n734kPYCZrA_I8Jnp8vRfuFcxCQD8_7Fx9RxNgY08VogxPEXxE7qou7qgDSUdNoUKtDT_uxEaT2gNTB-sEXeL6C-YT4kG2u_u0IX-y5duEuuUPUfDLJ5HBj=w1200-h800
Marcopolo Water Adventure Bogor,Umum,Lainnya,Bogor Barat,Kota Bogor,4.5,7110,,https://www.google.com/maps/place/Marcopolo+Water+Adventure+Bogor/data=!4m7!3m6!1s0x2e69c384e7c466b3:0x1d98d777db19c08f!8m2!3d-6.5475252!4d106.7826826!16s%2Fg%2F11b86vqg83!19sChIJs2bE54TDaS4Rj8AZ23fXmB0?authuser=0&hl=id&rclk=1,-6.5475252,106.7826826,https://lh3.googleusercontent.com/p/AF1QipNvxYjyv41oRW1OmJYsRRH3ezZIirB1YZMf2llp=w1200-h800
Taman Wisata Hutan Jati Ciangsana,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.2,290,,https://www.google.com/maps/place/Taman+Wisata+Hutan+Jati+Ciangsana/data=!4m7!3m6!1s0x2e69937027d6cb59:0x8beeadc381a7cdc2!8m2!3d-6.3695138!4d106.9439633!16s%2Fg%2F11p74f1jf7!19sChIJWcvWJ3CTaS4Rws2ngcOt7os?authuser=0&hl=id&rclk=1,-6.3695138,106.9439633,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzZ2wBPIQEPpV-DiX94U5VYFkiOPn2_TdOEdgRsKZ5YCb8fH7wnqBy9r1HndzAxqNkpPggteoHJGkb4F81ohbuhKNq0QbOMBoVrZVJ401aNkNUFVMsHpdxLMY3zFS4os1qqpGMHTw=w1200-h800
Air Terjun Curug Nangka,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.3,7509,,https://www.google.com/maps/place/Air+Terjun+Curug+Nangka/data=!4m7!3m6!1s0x2e69cfd5ab533c53:0xf6427641a4bf1129!8m2!3d-6.6690656!4d106.7264075!16s%2Fg%2F122cz8vh!19sChIJUzxTq9XPaS4RKRG_pEF2QvY?authuser=0&hl=id&rclk=1,-6.6690656,106.7264075,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyrkFzCgTcAAiGI3u7eh7quLUWNf87iX1KeOZmQqDN72__-lYrUbxU4Nzz_04Aiwn6GXcKIMbOoQfDSjAICyUz1hYFx0QuzXW_lF-OWiMA7Wy6cIecS8B6UKoWX4m80-e8OHv6wJQ=w1200-h800
Taman Kencana,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.5,10269,,https://www.google.com/maps/place/Taman+Kencana/data=!4m7!3m6!1s0x2e69c5cceda8f1b7:0x7d403349dcdbdc93!8m2!3d-6.588824!4d106.8019101!16s%2Fg%2F11h0s9s1r!19sChIJt_Go7czFaS4Rk9zb3EkzQH0?authuser=0&hl=id&rclk=1,-6.588824,106.8019101,
Taman Wisata Setu Tanah Baru,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.4,86,,https://www.google.com/maps/place/Taman+Wisata+Setu+Tanah+Baru/data=!4m7!3m6!1s0x2e69c3c07a638e7f:0xd7f22c656ebc3166!8m2!3d-6.51192!4d106.784219!16s%2Fg%2F11q2527pdp!19sChIJf45jesDDaS4RZjG8bmUs8tc?authuser=0&hl=id&rclk=1,-6.51192,106.784219,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwQ1EmQonIVks3vE1UzIZTZlOqalr-tbC5cLcNHsuGRWYWVmdwv6dYs6IIcjdGFSLllWzx2wHY-x4_IXPb-Y87vTo36Ptz4ZmE3ikCFVsDiM438zXNWTcPVXCfjnGZRIj_0Cu7Z=w1200-h800
Pusat Pengembangan Teknologi Penangkaran Rusa Bogor,Umum,Lainnya,Bogor Barat,Kota Bogor,4.5,208,,https://www.google.com/maps/place/Pusat+Pengembangan+Teknologi+Penangkaran+Rusa+Bogor/data=!4m7!3m6!1s0x2e69c49f7a7fab65:0xe18dd6c3369bc8cb!8m2!3d-6.5611521!4d106.7496527!16s%2Fg%2F11cls8hcv2!19sChIJZat_ep_EaS4Ry8ibNsPWjeE?authuser=0&hl=id&rclk=1,-6.5611521,106.7496527,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyS8H3XD6vWzdupb7t7_VmpXaRy4UGTli27XCSvs0PZhrIGSeUJ0jCaVjQjSaBb32hnP-6-g5MlziG7ZE1U73ZKfJ9lCjTQYEuS05f3C-SG-cXBlhppcVVqmSXlEiLbobD3cw1upQ=w1200-h800
Puncak Lalana,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.5,332,,https://www.google.com/maps/place/Puncak+Lalana/data=!4m7!3m6!1s0x2e69db7c3a661189:0xbb8cb001102d0de7!8m2!3d-6.5531639!4d106.6834097!16s%2Fg%2F11c54z_8fg!19sChIJiRFmOnzbaS4R5w0tEAGwjLs?authuser=0&hl=id&rclk=1,-6.5531639,106.6834097,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxqxS5V0ILEftrbl1nQTkeARIFaHx5cSWWEf-ZUbGRNu8UpWWoS28k-0fD_vQyOoGdjhyCldYTbX0WvzEINfLa7qkeeEjQfX_fIOIt4smWY0BeS_XZ5nOo5qVSzmcf_cj7uf0hfRg=w1200-h800
Kampoeng Wisata Cinangneng,Budaya,Wisata Budaya & Edukasi,Bogor Barat,Kota Bogor,4.4,2141,,https://www.google.com/maps/place/Kampoeng+Wisata+Cinangneng/data=!4m7!3m6!1s0x2e69db4626284d49:0x4490d49b0f325087!8m2!3d-6.5659313!4d106.7114553!16s%2Fg%2F11h0t6fcv!19sChIJSU0oJkbbaS4Rh1AyD5vUkEQ?authuser=0&hl=id&rclk=1,-6.5659313,106.7114553,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwVrgEmGqG2zxWcrspZAVOLv-YbGr17xGhc_VBoviwLDeCum-EVdBiT0pEB_1lk2MHLECMvlnoz1mte_Dj309C7zGSZBe13lFjGHWHyfuEN2vKxa0Q4kjfgz41bEJj0J-5-NoaJVw=w1200-h800
Goa Garunggang - Puncak Dua,Alam,Wisata Alam,Bogor Barat,Kota Bogor,4.6,769,,https://www.google.com/maps/place/Goa+Garunggang+-+Puncak+Dua/data=!4m7!3m6!1s0x2e69b8f2b423c98f:0xdbb608bf20de3406!8m2!3d-6.57315!4d106.936201!16s%2Fg%2F11c6lp4wrz!19sChIJj8kjtPK4aS4RBjTeIL8Itts?authuser=0&hl=id&rclk=1,-6.57315,106.936201,
